Municipio,Departamento,Participacion,Votos_Totales,Votos_Vacios,Votos_Nulos,Porcentaje_Si,Porcentaje_No,Votos_Si,Votos_No,Capital,Preferencia,IRV,cod_depto,cod_mpio
El Encanto,Amazonas,0.3001,223,0,2,0.7692,0.2307,170,51,0,Si,0.21,91,263
La Chorrera,Amazonas,0.3553,366,1,3,0.8287,0.1712,300,62,0,Si,0.21,91,405
La Pedrera,Amazonas,0.2142,216,1,1,0.8831,0.1168,189,25,0,Si,0.06,91,407
La Victoria,Amazonas,0.2777,5,0,0,0.8,0.2,4,1,0,Si,0.13,91,430
Leticia,Amazonas,0.2598,8990,40,84,0.4966,0.5033,4403,4463,1,No,0.14,91,001
Miriti Parana,Amazonas,0.2012,96,0,0,0.927,0.0729,89,7,0,Si,0.09,91,460
Puerto Alegría,Amazonas,0.2277,59,1,1,0.9122,0.0877,52,5,0,Si,0.23,91,530
Puerto Arica,Amazonas,0.2938,119,0,0,0.8151,0.1848,97,22,0,Si,0.08,91,536
Puerto Nariño,Amazonas,0.267,1153,32,17,0.7518,0.2481,830,274,0,Si,0.07,91,540
Puerto Santander,Amazonas,0.2227,143,0,2,0.8865,0.1134,125,16,0,Si,0.22,91,669
Tarapaca,Amazonas,0.2638,344,7,4,0.7957,0.2042,265,68,0,Si,0.04,91,798
Abejorral,Antioquia,0.2387,3647,194,52,0.381,0.6189,1296,2105,0,No,0.22,05,002
Abriaqui,Antioquia,0.2951,572,14,13,0.3908,0.6091,213,332,0,No,0.08,05,004
Alejandría,Antioquia,0.379,1735,51,22,0.5812,0.4187,966,696,0,Si,0.11,05,021
Amaga,Antioquia,0.2891,6370,53,94,0.3348,0.6651,2084,4139,0,No,0.11,05,030
Amalfi,Antioquia,0.2255,3818,132,72,0.3624,0.6375,1310,2304,0,No,0.49,05,031
Andes,Antioquia,0.2609,9093,78,93,0.3578,0.6421,3193,5729,0,No,0.17,05,034
Angelopolis,Antioquia,0.2798,1589,9,23,0.3551,0.6448,553,1004,0,No,0.10,05,036
Angostura,Antioquia,0.2113,1935,57,84,0.3929,0.607,705,1089,0,No,0.32,05,038
Anori,Antioquia,0.2677,2984,227,40,0.6492,0.3507,1764,953,0,Si,0.96,05,040
Santa fe de Antioquia,Antioquia,0.2784,5495,52,102,0.3821,0.6178,2041,3300,0,No,0.14,05,042
Anza,Antioquia,0.2012,1150,31,16,0.3291,0.6708,363,740,0,No,0.32,05,044
Apartado,Antioquia,0.3134,27961,352,478,0.5232,0.4767,14195,12936,0,Si,0.21,05,045
Arboletes,Antioquia,0.2734,5866,181,57,0.6558,0.3441,3691,1937,0,Si,0.68,05,051
Argelia,Antioquia,0.3116,2065,41,23,0.3248,0.6751,650,1351,0,No,0.17,05,055
Armenia,Antioquia,0.2118,1026,23,26,0.308,0.6919,301,676,0,No,0.16,05,059
Barbosa,Antioquia,0.3484,13430,287,277,0.3264,0.6735,4200,8666,0,No,0.13,05,079
Bello,Antioquia,0.3826,121850,509,1577,0.3643,0.6356,43642,76122,0,No,0.16,05,088
Belmira,Antioquia,0.3363,1617,16,17,0.4337,0.5662,687,897,0,No,0.16,05,086
Betania,Antioquia,0.1921,1609,11,22,0.2956,0.7043,466,1110,0,No,0.18,05,091
Betulia,Antioquia,0.2259,3023,50,49,0.3437,0.6562,1005,1919,0,No,0.85,05,093
Bolivar,Antioquia,0.2345,5636,57,60,0.2978,0.7021,1644,3875,0,No,0.15,05,101
Briceño,Antioquia,0.3368,2078,62,45,0.6935,0.3064,1367,604,0,Si,0.79,05,107
Buritica,Antioquia,0.2058,1406,22,20,0.3475,0.6524,474,890,0,No,0.22,05,113
Caceres,Antioquia,0.2023,4004,57,83,0.6485,0.3514,2506,1358,0,Si,0.08,05,120
Caicedo,Antioquia,0.2626,1600,43,43,0.3916,0.6083,593,921,0,No,0.61,05,125
Caldas,Antioquia,0.4285,25961,123,397,0.3652,0.6347,9292,16149,0,No,0.20,05,129
Campamento,Antioquia,0.2037,1296,32,41,0.5061,0.4938,619,604,0,Si,0.15,05,134
Cañasgordas,Antioquia,0.3644,4884,113,121,0.4109,0.589,1911,2739,0,No,0.06,05,138
Caracoli,Antioquia,0.2469,1199,16,12,0.4935,0.5064,578,593,0,No,0.28,05,142
Caramanta,Antioquia,0.2708,1417,33,26,0.4182,0.5817,568,790,0,No,0.14,05,145
Carepa,Antioquia,0.2829,11733,159,190,0.4679,0.532,5327,6057,0,No,0.40,05,147
Carmen De Viboral,Antioquia,0.5065,16750,163,272,0.3388,0.6611,5528,10787,0,No,0.37,05,148
Carolina,Antioquia,0.2817,1150,22,23,0.4199,0.58,464,641,0,No,0.18,05,150
Caucasia,Antioquia,0.3161,20911,247,368,0.4336,0.5663,8801,11495,0,No,0.16,05,154
Chigorodo,Antioquia,0.2766,12392,138,187,0.5239,0.476,6322,5745,0,Si,0.36,05,172
Cisneros,Antioquia,0.2638,3017,33,63,0.3711,0.6288,1084,1837,0,No,0.11,05,190
Cocorna,Antioquia,0.3751,4864,130,81,0.3539,0.646,1647,3006,0,No,0.09,05,197
Concepcion,Antioquia,0.3522,1553,23,27,0.3805,0.6194,572,931,0,No,0.06,05,206
Concordia,Antioquia,0.1986,3184,55,50,0.3241,0.6758,998,2081,0,No,0.55,05,209
Copacabana,Antioquia,0.4073,25279,323,369,0.3878,0.6121,9535,15052,0,No,0.13,05,212
Dabeiba,Antioquia,0.286,4858,166,99,0.6468,0.3531,2971,1622,0,Si,0.10,05,234
Don Matias,Antioquia,0.3246,5381,41,71,0.2602,0.7397,1371,3898,0,No,0.56,05,237
Ebejico,Antioquia,0.2491,2846,59,32,0.3509,0.649,967,1788,0,No,0.13,05,240
El Bagre,Antioquia,0.2085,7520,141,156,0.4384,0.5615,3167,4056,0,No,0.12,05,250
Entrerrios,Antioquia,0.3368,2680,16,30,0.3295,0.6704,868,1766,0,No,0.06,05,264
Envigado,Antioquia,0.4611,106988,872,1061,0.3598,0.6401,37800,67255,0,No,0.10,05,266
Fredonia,Antioquia,0.2669,4858,27,64,0.3572,0.6427,1703,3064,0,No,0.10,05,282
Frontino,Antioquia,0.2405,4038,68,78,0.5519,0.448,2148,1744,0,Si,0.29,05,284
Giraldo,Antioquia,0.317,1251,11,17,0.5445,0.4554,666,557,0,Si,0.15,05,306
Girardota,Antioquia,0.3598,17135,90,277,0.363,0.6369,6088,10680,0,No,0.10,05,308
Gomez Plata,Antioquia,0.2608,2192,31,61,0.3676,0.6323,772,1328,0,No,0.09,05,310
Granada,Antioquia,0.3534,3630,75,53,0.3946,0.6053,1382,2120,0,No,0.46,05,313
Guadalupe,Antioquia,0.2454,1388,40,47,0.5488,0.4511,714,587,0,Si,0.27,05,315
Guarne,Antioquia,0.4671,14804,116,214,0.2673,0.7326,3870,10604,0,No,0.12,05,318
Guatape,Antioquia,0.4999,3261,26,37,0.3852,0.6147,1232,1966,0,No,0.09,05,321
Heliconia,Antioquia,0.2423,1492,36,29,0.4428,0.5571,632,795,0,No,0.17,05,347
Hispania,Antioquia,0.2188,1142,18,11,0.4123,0.5876,459,654,0,No,0.05,05,353
Itagui,Antioquia,0.393,96563,426,1344,0.3709,0.629,35166,59627,0,No,0.10,05,360
Ituango,Antioquia,0.2388,4157,139,116,0.6934,0.3065,2706,1196,0,Si,0.95,05,361
Jardin,Antioquia,0.3798,4594,46,44,0.3596,0.6403,1620,2884,0,No,0.09,05,364
Jerico,Antioquia,0.3059,3373,36,39,0.2901,0.7098,957,2341,0,No,0.09,05,368
La Ceja,Antioquia,0.5146,22800,171,325,0.301,0.6989,6715,15589,0,No,0.14,05,376
La Estrella,Antioquia,0.3693,18723,88,194,0.3646,0.6353,6725,11716,0,No,0.09,05,380
La Pintada,Antioquia,0.3732,2459,22,31,0.4226,0.5773,1017,1389,0,No,0.18,05,390
La Union,Antioquia,0.4642,7529,60,136,0.3478,0.6521,2551,4782,0,No,0.20,05,400
Liborina,Antioquia,0.2936,2703,56,40,0.3578,0.6421,933,1674,0,No,0.14,05,411
Maceo,Antioquia,0.2543,1899,31,26,0.4218,0.5781,777,1065,0,No,0.24,05,425
Marinilla,Antioquia,0.4653,17767,103,190,0.3136,0.6863,5481,11993,0,No,0.15,05,440
Medellin,Antioquia,0.4606,694784,3309,6754,0.3702,0.6297,253548,431173,1,No,0.19,05,001
Montebello,Antioquia,0.3023,1827,63,35,0.5511,0.4488,953,776,0,Si,0.18,05,467
Murindo,Antioquia,0.4221,1150,19,14,0.9606,0.0393,1073,44,0,Si,0.24,05,475
Mutata,Antioquia,0.2223,3030,119,49,0.645,0.3549,1846,1016,0,Si,0.54,05,480
Nariño,Antioquia,0.2787,2513,70,31,0.3258,0.6741,786,1626,0,No,0.42,05,483
Nechi,Antioquia,0.2108,3834,41,57,0.5184,0.4815,1937,1799,0,Si,0.49,05,495
Necocli,Antioquia,0.23,7475,101,155,0.6038,0.3961,4359,2860,0,Si,0.24,05,490
Olaya,Antioquia,0.2721,740,11,7,0.3781,0.6218,273,449,0,No,0.24,05,501
Peñol,Antioquia,0.3425,5415,63,55,0.3836,0.6163,2032,3265,0,No,0.12,05,541
Peque,Antioquia,0.3828,2331,48,43,0.7285,0.2714,1632,608,0,Si,0.28,05,543
Pueblorrico,Antioquia,0.2512,1787,32,24,0.3425,0.6574,593,1138,0,No,0.07,05,576
Puerto Berrio,Antioquia,0.2648,9028,86,116,0.3149,0.685,2780,6046,0,No,0.34,05,579
Puerto Nare-La Magdalena,Antioquia,0.3256,3974,38,55,0.5877,0.4122,2281,1600,0,Si,0.18,05,585
Puerto Triunfo,Antioquia,0.3005,3902,30,42,0.2629,0.737,1007,2823,0,No,0.19,05,591
Remedios,Antioquia,0.2102,3579,38,126,0.3472,0.6527,1186,2229,0,No,0.49,05,604
Retiro,Antioquia,0.4603,6951,45,58,0.3132,0.6867,2145,4703,0,No,0.08,05,607
Rionegro,Antioquia,0.504,47791,197,637,0.3058,0.6941,14361,32596,0,No,0.13,05,615
Sabanalarga,Antioquia,0.3352,2364,44,41,0.3413,0.6586,778,1501,0,No,0.34,05,628
Sabaneta,Antioquia,0.4559,27182,39,285,0.3706,0.6293,9955,16903,0,No,0.04,05,631
Salgar,Antioquia,0.1834,2474,47,24,0.3254,0.6745,782,1621,0,No,0.25,05,642
San Andres,Antioquia,0.3281,1701,66,65,0.4496,0.5503,706,864,0,No,0.59,05,647
San Carlos,Antioquia,0.3759,5242,60,95,0.4698,0.5301,2390,2697,0,No,0.55,05,649
San Francisco,Antioquia,0.2666,1637,50,26,0.4228,0.5771,660,901,0,No,0.67,05,652
San Jeronimo,Antioquia,0.2917,3475,39,41,0.3711,0.6288,1260,2135,0,No,0.19,05,656
San Jose De La Montaña,Antioquia,0.3261,1032,25,23,0.3689,0.631,363,621,0,No,0.19,05,658
San Juan De Uraba,Antioquia,0.2362,4118,43,33,0.6622,0.3377,2677,1365,0,Si,0.21,05,659
San Luis,Antioquia,0.339,3644,37,36,0.2492,0.7507,890,2681,0,No,0.49,05,660
San Pedro,Antioquia,0.3875,7331,50,106,0.2565,0.7434,1841,5334,0,No,0.13,05,664
San Pedro De Uraba,Antioquia,0.1642,4146,42,62,0.5096,0.4903,2060,1982,0,Si,0.23,05,665
San Rafael,Antioquia,0.3341,4061,51,258,0.3883,0.6116,1457,2295,0,No,0.29,05,667
San Roque,Antioquia,0.3063,4466,53,79,0.412,0.5879,1786,2548,0,No,0.23,05,670
San Vicente,Antioquia,0.3664,6027,67,80,0.2793,0.7207,1642,4238,0,No,0.15,05,674
Santa Barbara,Antioquia,0.2746,6063,67,107,0.3567,0.6432,2101,3788,0,No,0.15,05,679
Santa Rosa De Osos,Antioquia,0.3982,10280,90,279,0.301,0.6989,2984,6927,0,No,0.21,05,686
Santo Domingo,Antioquia,0.3191,2929,56,107,0.3922,0.6077,1085,1681,0,No,0.24,05,690
Santuario,Antioquia,0.4814,12621,122,150,0.2695,0.7304,3329,9020,0,No,0.20,05,697
Segovia,Antioquia,0.1789,4684,27,68,0.3303,0.6696,1516,3073,0,No,0.51,05,736
Sonson,Antioquia,0.3416,9293,158,266,0.2614,0.7385,2319,6550,0,No,0.33,05,756
Sopetran,Antioquia,0.353,4259,58,60,0.4527,0.5472,1875,2266,0,No,0.17,05,761
Tamesis,Antioquia,0.3163,4579,59,52,0.3534,0.6465,1579,2889,0,No,0.12,05,789
Taraza,Antioquia,0.2286,5988,90,110,0.6007,0.3992,3477,2311,0,Si,0.91,05,790
Tarso,Antioquia,0.209,1230,22,14,0.4212,0.5787,503,691,0,No,0.06,05,792
Titiribi,Antioquia,0.2498,2180,37,39,0.3526,0.6473,742,1362,0,No,0.03,05,809
Toledo,Antioquia,0.326,1429,61,63,0.6114,0.3885,798,507,0,Si,0.49,05,819
Turbo,Antioquia,0.2464,20913,277,371,0.5614,0.4385,11378,8887,0,Si,0.38,05,837
Uramita,Antioquia,0.2873,1825,24,37,0.5391,0.4608,951,813,0,Si,0.35,05,842
Urrao,Antioquia,0.2622,5864,123,138,0.4718,0.5281,2644,2959,0,No,0.33,05,847
Valdivia,Antioquia,0.1875,2261,63,57,0.5007,0.4992,1072,1069,0,Si,0.87,05,854
Valparaiso,Antioquia,0.2707,1534,22,22,0.4006,0.5993,597,893,0,No,0.14,05,856
Vegachi,Antioquia,0.1807,1837,44,22,0.284,0.7159,503,1268,0,No,0.38,05,858
Venecia,Antioquia,0.2656,2916,26,26,0.383,0.6169,1097,1767,0,No,0.11,05,861
Vigia Del Fuerte,Antioquia,0.4169,2187,9,13,0.9602,0.0397,2079,86,0,Si,0.47,05,873
Yali,Antioquia,0.1931,1160,25,6,0.387,0.6129,437,692,0,No,0.30,05,885
Yarumal,Antioquia,0.2865,9483,264,187,0.3256,0.6743,2941,6091,0,No,0.43,05,887
Yolombo,Antioquia,0.2211,3512,56,57,0.3954,0.6045,1344,2055,0,No,0.21,05,890
Yondo-Casabe,Antioquia,0.4413,5376,62,128,0.4581,0.5418,2376,2810,0,No,0.49,05,893
Zaragoza,Antioquia,0.1871,3545,59,88,0.492,0.5079,1672,1726,0,No,0.61,05,895
Arauca,Arauca,0.3523,23936,139,447,0.3494,0.6505,8159,15191,1,No,0.39,81,001
Arauquita,Arauca,0.3707,10113,150,234,0.7647,0.2352,7440,2289,0,Si,0.91,81,065
Cravo Norte,Arauca,0.3094,1103,11,38,0.4022,0.5977,424,630,0,No,0.28,81,220
Fortul,Arauca,0.3341,3646,58,187,0.6874,0.3125,2338,1063,0,Si,0.56,81,300
Puerto Rondon,Arauca,0.3109,1131,18,19,0.3912,0.6087,428,666,0,No,0.60,81,591
Saravena,Arauca,0.3183,10091,131,335,0.463,0.5369,4457,5168,0,No,0.61,81,736
Tame,Arauca,0.3501,11068,131,263,0.5065,0.4934,5407,5267,0,Si,0.88,81,794
Baranoa,Atlantico,0.2738,12549,139,58,0.7234,0.2765,8936,3416,0,Si,0.07,08,078
Barranquilla,Atlantico,0.249,256375,1047,111,0.5744,0.4255,146039,108178,1,Si,0.12,08,001
Campo De La Cruz,Atlantico,0.1456,2812,13,14,0.6204,0.3795,1728,1057,0,Si,0.08,08,137
Candelaria,Atlantico,0.2686,3034,25,25,0.6963,0.3036,2078,906,0,Si,0.07,08,141
Galapa,Atlantico,0.2445,8464,28,74,0.6201,0.3798,5186,3176,0,Si,0.13,08,296
Juan De Acosta,Atlantico,0.2037,3500,10,19,0.6882,0.3117,2389,1082,0,Si,0.07,08,372
Luruaco,Atlantico,0.1544,3564,28,25,0.6451,0.3548,2265,1246,0,Si,0.09,08,421
Malambo,Atlantico,0.2115,15857,45,94,0.5605,0.4394,8810,6908,0,Si,0.12,08,433
Manati,Atlantico,0.1487,1995,8,10,0.8396,0.1603,1660,317,0,Si,0.04,08,436
Palmar De Varela,Atlantico,0.2172,4265,255,22,0.7199,0.28,2871,1117,0,Si,0.04,08,520
Piojo,Atlantico,0.2841,1537,13,15,0.7408,0.2591,1118,391,0,Si,0.07,08,549
Polonuevo,Atlantico,0.2806,3437,23,29,0.8112,0.1887,2746,639,0,Si,0.06,08,558
Ponedera,Atlantico,0.2199,3909,23,20,0.6324,0.3675,2445,1421,0,Si,0.09,08,560
Puerto Colombia,Atlantico,0.2963,9330,26,38,0.6152,0.3847,5701,3565,0,Si,0.08,08,573
Repelon,Atlantico,0.2286,4213,35,24,0.8004,0.1995,3325,829,0,Si,0.07,08,606
Sabanagrande,Atlantico,0.2252,5132,17,29,0.6392,0.3607,3251,1835,0,Si,0.09,08,634
Sabanalarga,Atlantico,0.2785,18077,421,142,0.7337,0.2662,12851,4663,0,Si,0.10,08,638
Santa Lucia,Atlantico,0.1983,1969,3,18,0.753,0.2469,1467,481,0,Si,0.04,08,675
Santo Tomas,Atlantico,0.222,5743,16,24,0.7169,0.283,4088,1614,0,Si,0.09,08,685
Soledad,Atlantico,0.2186,57785,226,307,0.5897,0.4102,33765,23487,0,Si,0.10,08,758
Suan,Atlantico,0.2541,2428,3,3,0.7584,0.2415,1837,585,0,Si,0.07,08,770
Tubara,Atlantico,0.2973,2819,17,16,0.6776,0.3223,1888,898,0,Si,0.10,08,832
Usiacuri,Atlantico,0.2927,2195,14,15,0.7742,0.2257,1677,489,0,Si,0.07,08,849
Bogota D.C.,Bogota D.C.,0.4633,2570359,6601,25213,0.5607,0.4392,1423612,1114933,1,Si,0.09,11,001
Achi,Bolivar,0.4018,6329,61,87,0.6968,0.3031,4307,1874,0,Si,0.12,13,006
Altos Del Rosario,Bolivar,0.2135,1424,22,15,0.5666,0.4333,786,601,0,Si,0.14,13,030
Arenal,Bolivar,0.3466,1950,8,23,0.8806,0.1193,1690,229,0,Si,0.24,13,042
Arjona,Bolivar,0.1915,9785,50,63,0.6234,0.3765,6030,3642,0,Si,0.13,13,052
Arroyo Hondo,Bolivar,0.2059,1516,28,7,0.7548,0.2451,1118,363,0,Si,0.05,13,062
Barranco De Loba,Bolivar,0.2556,2830,59,22,0.5239,0.467,1465,1284,0,Si,0.23,13,074
Calamar,Bolivar,0.2102,3715,48,37,0.5895,0.4104,2140,1490,0,Si,0.13,13,140
Cantagallo,Bolivar,0.4395,2671,17,44,0.7195,0.2804,1878,732,0,Si,0.58,13,160
Cartagena,Bolivar,0.2012,147441,688,518,0.5573,0.4426,81500,64735,1,Si,0.11,13,001
Cicuco,Bolivar,0.3197,2988,29,21,0.7086,0.2913,2082,856,0,Si,0.07,13,188
Clemencia,Bolivar,0.1719,1772,19,17,0.6601,0.3398,1146,590,0,Si,0.14,13,222
Cordoba,Bolivar,0.3617,4722,66,43,0.783,0.2169,3612,1001,0,Si,0.20,13,212
El Carmen De Bolivar,Bolivar,0.298,15922,129,216,0.532,0.4679,8287,7290,0,Si,0.31,13,244
El Guamo,Bolivar,0.2769,2017,23,11,0.7957,0.2042,1578,405,0,Si,0.14,13,248
El Peñon,Bolivar,0.2609,1519,19,15,0.6134,0.3865,911,574,0,Si,0.13,13,268
Hatillo De Loba,Bolivar,0.2688,2648,16,25,0.507,0.4929,1322,1285,0,Si,0.07,13,300
Magangue,Bolivar,0.2876,26911,206,261,0.6231,0.3768,16478,9966,0,Si,0.14,13,430
Mahates,Bolivar,0.2121,4121,48,32,0.6975,0.3024,2819,1222,0,Si,0.09,13,433
Margarita,Bolivar,0.2638,2326,33,13,0.5969,0.403,1361,919,0,Si,0.03,13,440
Maria La Baja,Bolivar,0.2365,8940,97,73,0.7992,0.2007,7009,1761,0,Si,0.22,13,442
Mompos,Bolivar,0.2393,8361,59,68,0.6312,0.3687,5198,3036,0,Si,0.11,13,468
Montecristo,Bolivar,0.2511,2099,35,17,0.807,0.1929,1652,395,0,Si,0.52,13,458
Morales,Bolivar,0.3887,4215,34,39,0.4674,0.5235,1936,2206,0,No,0.34,13,473
Norosi,Bolivar,0.3161,1169,9,14,0.8455,0.1544,969,177,0,Si,0,13,490
Pinillos,Bolivar,0.3053,4948,49,41,0.6119,0.388,2973,1885,0,Si,0.10,13,549
Regidor,Bolivar,0.3199,1437,4,18,0.7717,0.2282,1092,323,0,Si,0.10,13,580
Rioviejo,Bolivar,0.3705,2177,20,30,0.6995,0.3004,1488,639,0,Si,0.18,13,600
San Cristobal,Bolivar,0.2929,1893,6,8,0.8674,0.1325,1630,249,0,Si,0.05,13,620
San Estanislao,Bolivar,0.2002,2804,16,19,0.6861,0.3138,1900,869,0,Si,0.07,13,647
San Fernando,Bolivar,0.3035,2409,17,15,0.8199,0.18,1949,428,0,Si,0.04,13,650
San Jacinto,Bolivar,0.314,6348,73,62,0.6013,0.3986,3736,2477,0,Si,0.24,13,654
San Jacinto Del Cauca,Bolivar,0.2994,2039,20,18,0.6941,0.3058,1389,612,0,Si,0.14,13,655
San Juan Nepomuceno,Bolivar,0.2858,8618,86,111,0.6096,0.3903,5134,3287,0,Si,0.21,13,657
San Martin De Loba,Bolivar,0.2649,2841,20,22,0.6941,0.3058,1943,856,0,Si,0.19,13,667
San Pablo,Bolivar,0.3447,5958,122,94,0.4879,0.512,2802,2940,0,No,0.61,13,670
Santa Catalina,Bolivar,0.2116,2448,17,119,0.7608,0.2391,1759,553,0,Si,0.10,13,673
Santa Rosa,Bolivar,0.1345,1771,9,24,0.6495,0.3504,1129,609,0,Si,0.37,13,683
Santa Rosa Del Sur,Bolivar,0.378,7238,57,112,0.3745,0.6254,2648,4421,0,No,0.53,13,688
Simiti,Bolivar,0.3055,3652,43,73,0.4957,0.5042,1753,1783,0,No,0.47,13,744
Soplaviento,Bolivar,0.2806,2242,10,20,0.8535,0.1464,1888,324,0,Si,0.02,13,760
Talaigua Nuevo,Bolivar,0.3349,2968,37,16,0.6415,0.3584,1870,1045,0,Si,0.05,13,780
Tiquisio (Pto. Rico),Bolivar,0.2473,3108,34,22,0.5524,0.4475,1686,1366,0,Si,0.33,13,810
Turbaco,Bolivar,0.1692,9954,29,41,0.5996,0.4003,5927,3957,0,Si,0.12,13,836
Turbana,Bolivar,0.1846,2543,17,17,0.6887,0.3112,1728,781,0,Si,0.12,13,838
Villanueva,Bolivar,0.1314,1974,16,14,0.6075,0.3924,1181,763,0,Si,0.14,13,873
Zambrano,Bolivar,0.4286,3727,34,46,0.8609,0.139,3140,507,0,Si,0.25,13,894
Almeida,Boyaca,0.3632,693,7,11,0.5155,0.4844,348,327,0,Si,0.02,15,022
Aquitania (Puebloviejo),Boyaca,0.3481,4299,41,65,0.288,0.7119,1208,2985,0,No,0.07,15,047
Arcabuco,Boyaca,0.3759,1718,9,54,0.467,0.5329,773,882,0,No,0.04,15,051
Belen,Boyaca,0.3855,2602,27,81,0.4611,0.5388,1150,1344,0,No,0.01,15,087
Berbeo,Boyaca,0.4013,588,5,15,0.6813,0.3186,387,181,0,Si,0.04,15,090
Beteitiva,Boyaca,0.3577,685,7,19,0.6176,0.3823,407,252,0,Si,0.02,15,092
Boavita,Boyaca,0.3614,1866,26,40,0.4433,0.5566,798,1002,0,No,0.00,15,097
Boyaca,Boyaca,0.2554,1073,16,24,0.5818,0.4181,601,432,0,Si,0.03,15,104
Briceño,Boyaca,0.3679,772,12,7,0.6254,0.3745,471,282,0,Si,0.03,15,106
Buenavista,Boyaca,0.3192,1460,25,29,0.4381,0.5618,616,790,0,No,0.04,15,109
Busbanza,Boyaca,0.4659,370,6,7,0.4873,0.5126,174,183,0,No,0.00,15,114
Caldas,Boyaca,0.3474,1139,11,24,0.5896,0.4103,651,453,0,Si,0.03,15,131
Campohermoso,Boyaca,0.3895,977,15,23,0.5399,0.46,507,432,0,Si,0.06,15,135
Cerinza,Boyaca,0.4675,1628,18,54,0.6176,0.3823,961,595,0,Si,0.00,15,162
Chinavita,Boyaca,0.3008,942,7,17,0.4586,0.5413,421,497,0,No,0.02,15,172
Chiquinquira,Boyaca,0.4186,17119,87,303,0.4847,0.5152,8110,8619,0,No,0.06,15,176
Chiquiza,Boyaca,0.2106,912,18,27,0.6193,0.3806,537,330,0,Si,0.04,15,232
Chiscas,Boyaca,0.3992,1405,35,40,0.5052,0.4947,672,658,0,Si,0.04,15,180
Chita,Boyaca,0.3662,2319,89,75,0.3995,0.6004,861,1294,0,No,0.11,15,183
Chitaraque,Boyaca,0.3037,1654,29,19,0.4009,0.599,644,962,0,No,0.04,15,185
Chivata,Boyaca,0.3658,930,7,7,0.5207,0.4792,477,439,0,Si,0.04,15,187
Chivor,Boyaca,0.3708,656,10,8,0.4075,0.5924,260,378,0,No,0.12,15,236
Cienega,Boyaca,0.3184,1233,19,16,0.4532,0.5467,543,655,0,No,0.01,15,189
Combita,Boyaca,0.4255,3653,34,86,0.589,0.4109,2081,1452,0,Si,0.00,15,204
Coper,Boyaca,0.4063,1332,13,19,0.5992,0.4007,779,521,0,Si,0.02,15,212
Corrales,Boyaca,0.4286,955,14,22,0.4439,0.556,408,511,0,No,0.02,15,215
Covarachia,Boyaca,0.3447,1080,44,16,0.3862,0.6137,394,626,0,No,0.05,15,218
Cubara,Boyaca,0.2678,1469,23,68,0.5667,0.4332,781,597,0,Si,0.25,15,223
Cucaita,Boyaca,0.3967,1264,8,30,0.557,0.4429,683,543,0,Si,0.03,15,224
Cuitiva,Boyaca,0.3527,653,2,19,0.4256,0.5743,269,363,0,No,0.00,15,226
Duitama,Boyaca,0.4944,41211,119,770,0.4844,0.5155,19535,20787,0,No,0.07,15,238
El Cocuy,Boyaca,0.3449,1282,30,48,0.3106,0.6893,374,830,0,No,0.03,15,244
El Espino,Boyaca,0.4332,997,11,20,0.3509,0.649,339,627,0,No,0.01,15,248
Firavitoba,Boyaca,0.3748,2129,17,37,0.6346,0.3653,1317,758,0,Si,0.00,15,272
Floresta,Boyaca,0.4398,1354,8,20,0.3974,0.6025,527,799,0,No,0.00,15,276
Gachantiva,Boyaca,0.4443,1342,19,24,0.478,0.5219,621,678,0,No,0.01,15,293
Gameza,Boyaca,0.3676,1491,22,23,0.4294,0.5705,621,825,0,No,0.01,15,296
Garagoa,Boyaca,0.4368,5174,36,119,0.5048,0.4951,2534,2485,0,Si,0.03,15,299
Guacamayas,Boyaca,0.381,631,11,19,0.2029,0.797,122,479,0,No,0.00,15,317
Guateque,Boyaca,0.382,3421,24,80,0.5179,0.482,1718,1599,0,Si,0.02,15,322
Guayata,Boyaca,0.3975,1530,14,22,0.5763,0.4236,861,633,0,Si,0.00,15,325
Guican,Boyaca,0.3969,1204,14,42,0.4843,0.5156,556,592,0,No,0.06,15,332
Iza,Boyaca,0.3853,857,12,13,0.4411,0.5588,367,465,0,No,0.01,15,362
Jenesano,Boyaca,0.3061,1673,25,33,0.6383,0.3616,1031,584,0,Si,0.01,15,367
Jerico,Boyaca,0.3026,974,22,23,0.3864,0.6135,359,570,0,No,0.05,15,368
La Capilla,Boyaca,0.4161,1072,26,28,0.5157,0.4842,525,493,0,Si,0.00,15,380
La Uvita,Boyaca,0.3677,933,16,19,0.3195,0.6804,287,611,0,No,0.02,15,403
La Victoria,Boyaca,0.3787,573,11,9,0.754,0.2459,417,136,0,Si,0.03,15,401
Labranzagrande,Boyaca,0.3684,1003,13,17,0.4563,0.5436,444,529,0,No,0.24,15,377
Macanal,Boyaca,0.3427,1235,19,24,0.3892,0.6107,464,728,0,No,0.03,15,425
Maripi,Boyaca,0.2983,1871,16,25,0.7491,0.2508,1371,459,0,Si,0.07,15,442
Miraflores,Boyaca,0.4873,3688,44,81,0.6539,0.346,2330,1233,0,Si,0.07,15,455
Mongua,Boyaca,0.4211,1686,6,25,0.2398,0.7601,397,1258,0,No,0.05,15,464
Mongui,Boyaca,0.3936,1434,5,29,0.3785,0.6214,530,870,0,No,0.01,15,466
Moniquira,Boyaca,0.3719,6492,57,162,0.5192,0.4807,3257,3016,0,Si,0.07,15,469
Motavita,Boyaca,0.3738,1846,14,41,0.5332,0.4667,955,836,0,Si,0.02,15,476
